# Зависимость блеска звезды от воздушной массы.
# Воз масса		Блеск
  1.417			-6.692
  1.634			-6.730
  1.756			-6.960
  1.760			-6.986
  1.882			-6.723
  2.080			-6.784
  2.093			-6.780
  2.104			-6.782
